2026-05-20 16:38:18 | INFO     | app.core.config | Logger initialized successfully for module: app.core.config
2026-05-20 16:38:19 | DEBUG    | app.services.auth_service | Setup database session closed
2026-05-20 16:38:19 | INFO     | app.main | Initial setup process completed successfully
2026-05-20 16:38:19 | DEBUG    | app.main | Registering auth router
2026-05-20 16:38:19 | INFO     | app.main | Auth router registered successfully
2026-05-20 16:38:19 | DEBUG    | app.main | Registering tenants router
2026-05-20 16:38:19 | INFO     | app.main | Tenants router registered successfully
2026-05-20 16:38:19 | INFO     | app.main | Admin UI FastAPI application initialized successfully
2026-05-20 16:38:20 | INFO     | app.core.config | Logger initialized successfully for module: app.core.config
2026-05-20 16:38:20 | INFO     | app.core.config | Initializing application settings
2026-05-20 16:38:20 | INFO     | app.core.config | Application settings loaded successfully
2026-05-20 16:38:20 | INFO     | app.core.config | Global settings object initialized
2026-05-20 16:38:20 | INFO     | app.db.base | Logger initialized successfully for module: app.db.base
2026-05-20 16:38:20 | INFO     | app.db.base | Database engine initialization started
2026-05-20 16:38:20 | DEBUG    | app.db.base | Creating SQLAlchemy engine for database URL: sqlite:///D:/OneDrive - REDINGTON/Work/Code/RAG/s1_rag_engine/sql_lite_db/rag_admin.sqlite3
2026-05-20 16:38:20 | INFO     | app.db.base | Database engine created successfully
2026-05-20 16:38:20 | DEBUG    | app.db.base | Initializing SQLAlchemy declarative base
2026-05-20 16:38:20 | INFO     | app.db.base | SQLAlchemy declarative base initialized successfully
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | Logger initialized successfully for module: app.schemas.schemas
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | Initializing Pydantic schema models
2026-05-20 16:38:20 | DEBUG    | app.schemas.schemas | Defining LoginRequest schema
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | LoginRequest schema defined successfully
2026-05-20 16:38:20 | DEBUG    | app.schemas.schemas | Defining UserSchema
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | UserSchema defined successfully
2026-05-20 16:38:20 | DEBUG    | app.schemas.schemas | Defining TokenResponse schema
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | TokenResponse schema defined successfully
2026-05-20 16:38:20 | DEBUG    | app.schemas.schemas | Defining MessageResponse schema
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | MessageResponse schema defined successfully
2026-05-20 16:38:20 | DEBUG    | app.schemas.schemas | Defining TenantSchema
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | TenantSchema defined successfully
2026-05-20 16:38:20 | DEBUG    | app.schemas.schemas | Defining ConfigSection schema
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | ConfigSection schema defined successfully
2026-05-20 16:38:20 | DEBUG    | app.schemas.schemas | Defining TenantConfigResponse schema
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | TenantConfigResponse schema defined successfully
2026-05-20 16:38:20 | DEBUG    | app.schemas.schemas | Defining PlaceholderResponse schema
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | PlaceholderResponse schema defined successfully
2026-05-20 16:38:20 | INFO     | app.schemas.schemas | All schema models initialized successfully
2026-05-20 16:38:20 | INFO     | app.db.session | Logger initialized successfully for module: app.db.session
2026-05-20 16:38:20 | INFO     | app.db.session | Database session module initialization started
2026-05-20 16:38:20 | DEBUG    | app.db.session | Creating SQLAlchemy session factory
2026-05-20 16:38:20 | INFO     | app.db.session | SQLAlchemy session factory created successfully
2026-05-20 16:38:20 | INFO     | app.models.tables | Logger initialized successfully for module: app.models.tables
2026-05-20 16:38:20 | INFO     | app.models.tables | Initializing database table models
2026-05-20 16:38:20 | DEBUG    | app.models.tables | Defining Role model
2026-05-20 16:38:20 | INFO     | app.models.tables | Role model defined successfully
2026-05-20 16:38:20 | DEBUG    | app.models.tables | Defining Tenant model
2026-05-20 16:38:20 | INFO     | app.models.tables | Tenant model defined successfully
2026-05-20 16:38:20 | DEBUG    | app.models.tables | Defining User model
2026-05-20 16:38:20 | INFO     | app.models.tables | User model defined successfully
2026-05-20 16:38:20 | DEBUG    | app.models.tables | Defining Config model
2026-05-20 16:38:20 | INFO     | app.models.tables | Config model defined successfully
2026-05-20 16:38:20 | INFO     | app.models.tables | All database table models initialized successfully
2026-05-20 16:38:20 | INFO     | app.core.security | Logger initialized successfully for module: app.core.security
2026-05-20 16:38:20 | INFO     | app.services.auth_service | Logger initialized successfully for module: app.services.auth_service
2026-05-20 16:38:20 | INFO     | app.routers.auth | Logger initialized successfully for module: app.routers.auth
2026-05-20 16:38:20 | INFO     | app.services.tenant_service | Logger initialized successfully for module: app.services.tenant_service
2026-05-20 16:38:20 | INFO     | app.routers.tenants | Logger initialized successfully for module: app.routers.tenants
2026-05-20 16:38:20 | INFO     | app.main | Logger initialized successfully for module: app.main
2026-05-20 16:38:20 | INFO     | app.main | Admin UI FastAPI application initialization started
2026-05-20 16:38:20 | DEBUG    | app.main | Creating FastAPI application instance
2026-05-20 16:38:20 | INFO     | app.main | FastAPI application instance created successfully
2026-05-20 16:38:20 | DEBUG    | app.main | Initializing database metadata
2026-05-20 16:38:20 | INFO     | app.main | Database metadata initialized successfully
2026-05-20 16:38:20 | DEBUG    | app.main | Executing initial setup process
2026-05-20 16:38:20 | INFO     | app.services.auth_service | Initial application setup started
2026-05-20 16:38:20 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:38:20 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:38:20 | DEBUG    | app.services.auth_service | Checking admin role existence
2026-05-20 16:38:20 | DEBUG    | app.services.auth_service | Checking tenant role existence
2026-05-20 16:38:20 | INFO     | app.services.auth_service | Role setup completed successfully
2026-05-20 16:38:20 | INFO     | app.services.auth_service | Default user and tenant setup completed
2026-05-20 16:38:20 | DEBUG    | app.services.auth_service | Loading configuration YAML
2026-05-20 16:38:20 | INFO     | app.services.tenant_service | Configuration YAML loading initiated
2026-05-20 16:38:20 | DEBUG    | app.services.tenant_service | Resolved config path: D:\OneDrive - REDINGTON\Work\Code\RAG\s1_rag_engine\admin_ui_api\config.yaml
2026-05-20 16:38:20 | DEBUG    | app.services.tenant_service | Opening configuration YAML file
2026-05-20 16:38:20 | INFO     | app.services.tenant_service | Configuration YAML loaded successfully
2026-05-20 16:38:20 | INFO     | app.services.auth_service | Configuration YAML loaded successfully
2026-05-20 16:38:20 | INFO     | app.services.tenant_service | Building configuration sections initiated
2026-05-20 16:38:20 | INFO     | app.services.tenant_service | Configuration sections built successfully. Count: 5
2026-05-20 16:38:20 | INFO     | app.services.auth_service | Initial application setup completed successfully
2026-05-20 16:38:20 | DEBUG    | app.services.auth_service | Closing setup database session
2026-05-20 16:38:20 | DEBUG    | app.services.auth_service | Setup database session closed
2026-05-20 16:38:20 | INFO     | app.main | Initial setup process completed successfully
2026-05-20 16:38:20 | DEBUG    | app.main | Registering auth router
2026-05-20 16:38:20 | INFO     | app.main | Auth router registered successfully
2026-05-20 16:38:20 | DEBUG    | app.main | Registering tenants router
2026-05-20 16:38:20 | INFO     | app.main | Tenants router registered successfully
2026-05-20 16:38:20 | INFO     | app.main | Admin UI FastAPI application initialized successfully
2026-05-20 16:39:06 | INFO     | app.routers.auth | Login API invoked for username: redington-ecommerce-17
2026-05-20 16:39:06 | DEBUG    | app.routers.auth | Authenticating user: redington-ecommerce-17
2026-05-20 16:39:06 | INFO     | app.services.auth_service | Authentication initiated for username: redington-ecommerce-17
2026-05-20 16:39:06 | INFO     | app.services.auth_service | Loading user by username: redington-ecommerce-17
2026-05-20 16:39:06 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:39:06 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:39:06 | DEBUG    | app.services.auth_service | Executing user lookup query for username: redington-ecommerce-17
2026-05-20 16:39:06 | INFO     | app.services.auth_service | User loaded successfully for username: redington-ecommerce-17
2026-05-20 16:39:06 | DEBUG    | app.services.auth_service | Closing user lookup database session
2026-05-20 16:39:06 | DEBUG    | app.services.auth_service | User lookup database session closed
2026-05-20 16:39:06 | DEBUG    | app.core.security | Password verification initiated
2026-05-20 16:39:06 | INFO     | app.core.security | Password verification successful
2026-05-20 16:39:06 | INFO     | app.services.auth_service | Authentication successful for username: redington-ecommerce-17
2026-05-20 16:39:06 | DEBUG    | app.routers.auth | Generating access token for username: redington-ecommerce-17
2026-05-20 16:39:06 | INFO     | app.services.auth_service | Login process initiated for username: redington-ecommerce-17
2026-05-20 16:39:06 | INFO     | app.services.auth_service | Authentication initiated for username: redington-ecommerce-17
2026-05-20 16:39:06 | INFO     | app.services.auth_service | Loading user by username: redington-ecommerce-17
2026-05-20 16:39:06 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:39:06 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:39:06 | DEBUG    | app.services.auth_service | Executing user lookup query for username: redington-ecommerce-17
2026-05-20 16:39:06 | INFO     | app.services.auth_service | User loaded successfully for username: redington-ecommerce-17
2026-05-20 16:39:06 | DEBUG    | app.services.auth_service | Closing user lookup database session
2026-05-20 16:39:06 | DEBUG    | app.services.auth_service | User lookup database session closed
2026-05-20 16:39:06 | DEBUG    | app.core.security | Password verification initiated
2026-05-20 16:39:06 | INFO     | app.core.security | Password verification successful
2026-05-20 16:39:06 | INFO     | app.services.auth_service | Authentication successful for username: redington-ecommerce-17
2026-05-20 16:39:06 | DEBUG    | app.services.auth_service | Generating access token for username: redington-ecommerce-17
2026-05-20 16:39:06 | DEBUG    | app.core.security | Access token creation initiated for user_id: 17
2026-05-20 16:39:06 | INFO     | app.core.security | Access token created successfully for user_id: 17
2026-05-20 16:39:06 | INFO     | app.services.auth_service | Access token generated successfully for username: redington-ecommerce-17
2026-05-20 16:39:06 | INFO     | app.routers.auth | Login successful for username: redington-ecommerce-17
2026-05-20 16:39:39 | INFO     | app.services.auth_service | Current user authentication initiated
2026-05-20 16:39:39 | DEBUG    | app.services.auth_service | Extracting bearer token
2026-05-20 16:39:39 | DEBUG    | app.services.auth_service | Fetching user from authentication token
2026-05-20 16:39:39 | INFO     | app.core.security | User authentication via token initiated
2026-05-20 16:39:39 | DEBUG    | app.core.security | Fetching user_id from access token
2026-05-20 16:39:39 | INFO     | app.core.security | User_id retrieved successfully: 17
2026-05-20 16:39:39 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:39:39 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:39:39 | DEBUG    | app.core.security | Fetching user details for user_id: 17
2026-05-20 16:39:39 | INFO     | app.core.security | User authenticated successfully for user_id: 17
2026-05-20 16:39:39 | DEBUG    | app.core.security | Closing authentication database session
2026-05-20 16:39:39 | DEBUG    | app.core.security | Authentication database session closed
2026-05-20 16:39:39 | INFO     | app.services.auth_service | Current user authenticated successfully: redington-ecommerce-17
2026-05-20 16:39:39 | INFO     | app.routers.auth | Current user endpoint invoked for user_id: 17
2026-05-20 16:39:39 | DEBUG    | app.routers.auth | Fetching profile details for username: redington-ecommerce-17
2026-05-20 16:39:39 | INFO     | app.routers.auth | User profile returned successfully for username: redington-ecommerce-17
2026-05-20 16:40:43 | INFO     | app.services.auth_service | Current user authentication initiated
2026-05-20 16:40:43 | DEBUG    | app.services.auth_service | Extracting bearer token
2026-05-20 16:40:43 | DEBUG    | app.services.auth_service | Fetching user from authentication token
2026-05-20 16:40:43 | INFO     | app.core.security | User authentication via token initiated
2026-05-20 16:40:43 | DEBUG    | app.core.security | Fetching user_id from access token
2026-05-20 16:40:43 | INFO     | app.core.security | User_id retrieved successfully: 17
2026-05-20 16:40:43 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:40:43 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:40:43 | DEBUG    | app.core.security | Fetching user details for user_id: 17
2026-05-20 16:40:43 | INFO     | app.core.security | User authenticated successfully for user_id: 17
2026-05-20 16:40:43 | DEBUG    | app.core.security | Closing authentication database session
2026-05-20 16:40:43 | DEBUG    | app.core.security | Authentication database session closed
2026-05-20 16:40:43 | INFO     | app.services.auth_service | Current user authenticated successfully: redington-ecommerce-17
2026-05-20 16:40:43 | INFO     | app.routers.tenants | Tenant detail API invoked for tenant_id: 19
2026-05-20 16:40:43 | DEBUG    | app.routers.tenants | Authorizing tenant access for tenant_id: 19
2026-05-20 16:40:43 | INFO     | app.services.tenant_service | Tenant access authorization initiated for user: redington-ecommerce-17, tenant_id: 19
2026-05-20 16:40:43 | INFO     | app.services.tenant_service | Tenant access granted for user: redington-ecommerce-17
2026-05-20 16:40:43 | INFO     | app.services.tenant_service | Fetching tenant for tenant_id: 19
2026-05-20 16:40:43 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:40:43 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:40:43 | DEBUG    | app.services.tenant_service | Executing tenant query for tenant_id: 19
2026-05-20 16:40:43 | INFO     | app.services.tenant_service | Tenant fetched successfully for tenant_id: 19
2026-05-20 16:40:43 | DEBUG    | app.services.tenant_service | Closing tenant database session
2026-05-20 16:40:43 | DEBUG    | app.services.tenant_service | Tenant database session closed
2026-05-20 16:40:43 | INFO     | app.routers.tenants | Tenant details fetched successfully for tenant_id: 19
2026-05-20 16:41:39 | INFO     | app.services.auth_service | Current user authentication initiated
2026-05-20 16:41:39 | DEBUG    | app.services.auth_service | Extracting bearer token
2026-05-20 16:41:39 | DEBUG    | app.services.auth_service | Fetching user from authentication token
2026-05-20 16:41:39 | INFO     | app.core.security | User authentication via token initiated
2026-05-20 16:41:39 | DEBUG    | app.core.security | Fetching user_id from access token
2026-05-20 16:41:39 | INFO     | app.core.security | User_id retrieved successfully: 17
2026-05-20 16:41:39 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:41:39 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:41:39 | DEBUG    | app.core.security | Fetching user details for user_id: 17
2026-05-20 16:41:39 | INFO     | app.core.security | User authenticated successfully for user_id: 17
2026-05-20 16:41:39 | DEBUG    | app.core.security | Closing authentication database session
2026-05-20 16:41:39 | DEBUG    | app.core.security | Authentication database session closed
2026-05-20 16:41:39 | INFO     | app.services.auth_service | Current user authenticated successfully: redington-ecommerce-17
2026-05-20 16:41:39 | INFO     | app.routers.tenants | Tenant config API invoked for tenant_id: 19
2026-05-20 16:41:39 | DEBUG    | app.routers.tenants | Authorizing config access for tenant_id: 19
2026-05-20 16:41:39 | INFO     | app.services.tenant_service | Tenant access authorization initiated for user: redington-ecommerce-17, tenant_id: 19
2026-05-20 16:41:39 | INFO     | app.services.tenant_service | Tenant access granted for user: redington-ecommerce-17
2026-05-20 16:41:39 | INFO     | app.services.tenant_service | Fetching tenant for tenant_id: 19
2026-05-20 16:41:39 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:41:39 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:41:39 | DEBUG    | app.services.tenant_service | Executing tenant query for tenant_id: 19
2026-05-20 16:41:39 | INFO     | app.services.tenant_service | Tenant fetched successfully for tenant_id: 19
2026-05-20 16:41:39 | DEBUG    | app.services.tenant_service | Closing tenant database session
2026-05-20 16:41:39 | DEBUG    | app.services.tenant_service | Tenant database session closed
2026-05-20 16:41:39 | DEBUG    | app.routers.tenants | Fetching configuration sections for tenant_id: 19
2026-05-20 16:41:39 | INFO     | app.services.tenant_service | Fetching configuration sections for tenant_id: 19
2026-05-20 16:41:39 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:41:39 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:41:39 | DEBUG    | app.services.tenant_service | Executing configuration query for tenant_id: 19
2026-05-20 16:41:39 | INFO     | app.services.tenant_service | Configuration sections fetched successfully for tenant_id: 19. Count: 1
2026-05-20 16:41:39 | DEBUG    | app.services.tenant_service | Closing configuration database session
2026-05-20 16:41:39 | DEBUG    | app.services.tenant_service | Configuration database session closed
2026-05-20 16:41:39 | INFO     | app.routers.tenants | Tenant configuration fetched successfully for tenant_id: 19
2026-05-20 16:44:09 | INFO     | app.services.auth_service | Current user authentication initiated
2026-05-20 16:44:09 | DEBUG    | app.services.auth_service | Extracting bearer token
2026-05-20 16:44:09 | DEBUG    | app.services.auth_service | Fetching user from authentication token
2026-05-20 16:44:09 | INFO     | app.core.security | User authentication via token initiated
2026-05-20 16:44:09 | DEBUG    | app.core.security | Fetching user_id from access token
2026-05-20 16:44:09 | INFO     | app.core.security | User_id retrieved successfully: 17
2026-05-20 16:44:09 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:44:09 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:44:09 | DEBUG    | app.core.security | Fetching user details for user_id: 17
2026-05-20 16:44:09 | INFO     | app.core.security | User authenticated successfully for user_id: 17
2026-05-20 16:44:09 | DEBUG    | app.core.security | Closing authentication database session
2026-05-20 16:44:09 | DEBUG    | app.core.security | Authentication database session closed
2026-05-20 16:44:09 | INFO     | app.services.auth_service | Current user authenticated successfully: redington-ecommerce-17
2026-05-20 16:44:09 | INFO     | app.routers.tenants | Logs endpoint invoked for tenant_id: 19
2026-05-20 16:44:09 | INFO     | app.services.tenant_service | Tenant access authorization initiated for user: redington-ecommerce-17, tenant_id: 19
2026-05-20 16:44:09 | INFO     | app.services.tenant_service | Tenant access granted for user: redington-ecommerce-17
2026-05-20 16:44:09 | INFO     | app.services.tenant_service | Fetching tenant for tenant_id: 19
2026-05-20 16:44:09 | DEBUG    | app.db.session | Database session requested
2026-05-20 16:44:09 | INFO     | app.db.session | Database session created successfully
2026-05-20 16:44:09 | DEBUG    | app.services.tenant_service | Executing tenant query for tenant_id: 19
2026-05-20 16:44:09 | INFO     | app.services.tenant_service | Tenant fetched successfully for tenant_id: 19
2026-05-20 16:44:09 | DEBUG    | app.services.tenant_service | Closing tenant database session
2026-05-20 16:44:09 | DEBUG    | app.services.tenant_service | Tenant database session closed
2026-05-20 16:44:09 | INFO     | app.routers.tenants | Logs placeholder returned for tenant_id: 19
